dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, orbit_pnt, granule_pnt, NDSI_Snow_Cover_Class, Snow_Albedo_Daily_Tile_Class]"
"[2000_05_08, 161.93255890359526, -77.38761593868648, 957744000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_09, 161.93255890359526, -77.38761593868648, 957830400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_10, 161.93255890359526, -77.38761593868648, 957916800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_11, 161.93255890359526, -77.38761593868648, 958003200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_12, 161.93255890359526, -77.38761593868648, 958089600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_13, 161.93255890359526, -77.38761593868648, 958176000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_14, 161.93255890359526, -77.38761593868648, 958262400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_15, 161.93255890359526, -77.38761593868648, 958348800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_16, 161.93255890359526, -77.38761593868648, 958435200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_17, 161.93255890359526, -77.38761593868648, 958521600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_18, 161.93255890359526, -77.38761593868648, 958608000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_19, 161.93255890359526, -77.38761593868648, 958694400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_20, 161.93255890359526, -77.38761593868648, 958780800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_21, 161.93255890359526, -77.38761593868648, 958867200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_22, 161.93255890359526, -77.38761593868648, 958953600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_23, 161.93255890359526, -77.38761593868648, 959040000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_24, 161.93255890359526, -77.38761593868648, 959126400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_25, 161.93255890359526, -77.38761593868648, 959212800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_26, 161.93255890359526, -77.38761593868648, 959299200000, null, null, null, null, null, null, null, null, null]"
"[2000_05_27, 161.93255890359526, -77.38761593868648, 959385600000, null, null, null, null, null, null, null, null, null]"
"[2000_05_28, 161.93255890359526, -77.38761593868648, 959472000000, null, null, null, null, null, null, null, null, null]"
"[2000_05_29, 161.93255890359526, -77.38761593868648, 959558400000, null, null, null, null, null, null, null, null, null]"
"[2000_05_30, 161.93255890359526, -77.38761593868648, 959644800000, null, null, null, null, null, null, null, null, null]"
"[2000_05_31, 161.93255890359526, -77.38761593868648, 959731200000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_06_01, 161.93255890359526, -77.38761593868648, 959817600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_02, 161.93255890359526, -77.38761593868648, 959904000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_03, 161.93255890359526, -77.38761593868648, 959990400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_04, 161.93255890359526, -77.38761593868648, 960076800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_05, 161.93255890359526, -77.38761593868648, 960163200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_06, 161.93255890359526, -77.38761593868648, 960249600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_07, 161.93255890359526, -77.38761593868648, 960336000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_08, 161.93255890359526, -77.38761593868648, 960422400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_09, 161.93255890359526, -77.38761593868648, 960508800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_10, 161.93255890359526, -77.38761593868648, 960595200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_11, 161.93255890359526, -77.38761593868648, 960681600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_12, 161.93255890359526, -77.38761593868648, 960768000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_13, 161.93255890359526, -77.38761593868648, 960854400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_14, 161.93255890359526, -77.38761593868648, 960940800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_15, 161.93255890359526, -77.38761593868648, 961027200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_16, 161.93255890359526, -77.38761593868648, 961113600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_17, 161.93255890359526, -77.38761593868648, 961200000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_18, 161.93255890359526, -77.38761593868648, 961286400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_19, 161.93255890359526, -77.38761593868648, 961372800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_20, 161.93255890359526, -77.38761593868648, 961459200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_21, 161.93255890359526, -77.38761593868648, 961545600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_22, 161.93255890359526, -77.38761593868648, 961632000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_23, 161.93255890359526, -77.38761593868648, 961718400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_24, 161.93255890359526, -77.38761593868648, 961804800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_25, 161.93255890359526, -77.38761593868648, 961891200000, null, null, null, null, null, null, null, null, null]"
"[2000_06_26, 161.93255890359526, -77.38761593868648, 961977600000, null, null, null, null, null, null, null, null, null]"
"[2000_06_27, 161.93255890359526, -77.38761593868648, 962064000000, null, null, null, null, null, null, null, null, null]"
"[2000_06_28, 161.93255890359526, -77.38761593868648, 962150400000, null, null, null, null, null, null, null, null, null]"
"[2000_06_29, 161.93255890359526, -77.38761593868648, 962236800000, null, null, null, null, null, null, null, null, null]"
"[2000_06_30, 161.93255890359526, -77.38761593868648, 962323200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_01, 161.93255890359526, -77.38761593868648, 962409600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_02, 161.93255890359526, -77.38761593868648, 962496000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_03, 161.93255890359526, -77.38761593868648, 962582400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_04, 161.93255890359526, -77.38761593868648, 962668800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_05, 161.93255890359526, -77.38761593868648, 962755200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_06, 161.93255890359526, -77.38761593868648, 962841600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_07, 161.93255890359526, -77.38761593868648, 962928000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_08, 161.93255890359526, -77.38761593868648, 963014400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_09, 161.93255890359526, -77.38761593868648, 963100800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_10, 161.93255890359526, -77.38761593868648, 963187200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_11, 161.93255890359526, -77.38761593868648, 963273600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_12, 161.93255890359526, -77.38761593868648, 963360000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_13, 161.93255890359526, -77.38761593868648, 963446400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_14, 161.93255890359526, -77.38761593868648, 963532800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_15, 161.93255890359526, -77.38761593868648, 963619200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_16, 161.93255890359526, -77.38761593868648, 963705600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_17, 161.93255890359526, -77.38761593868648, 963792000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_18, 161.93255890359526, -77.38761593868648, 963878400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_19, 161.93255890359526, -77.38761593868648, 963964800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_20, 161.93255890359526, -77.38761593868648, 964051200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_21, 161.93255890359526, -77.38761593868648, 964137600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_22, 161.93255890359526, -77.38761593868648, 964224000000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_07_23, 161.93255890359526, -77.38761593868648, 964310400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_24, 161.93255890359526, -77.38761593868648, 964396800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_25, 161.93255890359526, -77.38761593868648, 964483200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_26, 161.93255890359526, -77.38761593868648, 964569600000, null, null, null, null, null, null, null, null, null]"
"[2000_07_27, 161.93255890359526, -77.38761593868648, 964656000000, null, null, null, null, null, null, null, null, null]"
"[2000_07_28, 161.93255890359526, -77.38761593868648, 964742400000, null, null, null, null, null, null, null, null, null]"
"[2000_07_29, 161.93255890359526, -77.38761593868648, 964828800000, null, null, null, null, null, null, null, null, null]"
"[2000_07_30, 161.93255890359526, -77.38761593868648, 964915200000, null, null, null, null, null, null, null, null, null]"
"[2000_07_31, 161.93255890359526, -77.38761593868648, 965001600000, null, null, null, null, null, null, null, null, null]"
"[2000_08_01, 161.93255890359526, -77.38761593868648, 965088000000, null, null, null, null, null, null, null, null, null]"
"[2000_08_02, 161.93255890359526, -77.38761593868648, 965174400000, null, null, null, null, null, null, null, null, null]"
"[2000_08_03, 161.93255890359526, -77.38761593868648, 965260800000, null, null, null, null, null, null, null, null, null]"
"[2000_08_04, 161.93255890359526, -77.38761593868648, 965347200000, null, null, null, null, null, null, null, null, null]"
"[2000_08_05, 161.93255890359526, -77.38761593868648, 965433600000, null, null, null, null, null, null, null, null, null]"
"[2000_08_18, 161.93255890359526, -77.38761593868648, 966556800000, null, null, null, null, null, null, null, null, null]"
"[2000_08_19, 161.93255890359526, -77.38761593868648, 966643200000, null, null, null, null, null, null, null, null, null]"
"[2000_08_20, 161.93255890359526, -77.38761593868648, 966729600000, null, null, null, null, null, null, null, null, null]"
"[2000_08_21, 161.93255890359526, -77.38761593868648, 966816000000, null, null, null, null, null, null, null, null, null]"
"[2000_08_22, 161.93255890359526, -77.38761593868648, 966902400000, null, null, null, null, null, null, null, null, null]"
"[2000_08_23, 161.93255890359526, -77.38761593868648, 966988800000, null, null, null, null, null, null, null, null, null]"
"[2000_08_24, 161.93255890359526, -77.38761593868648, 967075200000, null, null, null, null, null, null, null, null, null]"
"[2000_08_25, 161.93255890359526, -77.38761593868648, 967161600000, null, null, null, null, null, null, null, null, null]"
"[2000_08_26, 161.93255890359526, -77.38761593868648, 967248000000, null, null, null, null, null, null, null, null, null]"
"[2000_08_27, 161.93255890359526, -77.38761593868648, 967334400000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_08_28, 161.93255890359526, -77.38761593868648, 967420800000, null, null, null, null, null, null, null, null, null]"
"[2000_08_29, 161.93255890359526, -77.38761593868648, 967507200000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_08_30, 161.93255890359526, -77.38761593868648, 967593600000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_08_31, 161.93255890359526, -77.38761593868648, 967680000000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_09_01, 161.93255890359526, -77.38761593868648, 967766400000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_09_02, 161.93255890359526, -77.38761593868648, 967852800000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2000_09_03, 161.93255890359526, -77.38761593868648, 967939200000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_09_04, 161.93255890359526, -77.38761593868648, 968025600000, null, 211, 211, null, null, 3, 4, 211, 111]"
"[2000_09_05, 161.93255890359526, -77.38761593868648, 968112000000, 64, 2, 128, 6459, 15, 5, 6, null, null]"
"[2000_09_06, 161.93255890359526, -77.38761593868648, 968198400000, null, 211, 211, null, null, 3, 4, 211, 111]"
"[2000_09_07, 161.93255890359526, -77.38761593868648, 968284800000, null, 2, 128, 1456, null, 6, 7, 250, 150]"
"[2000_09_08, 161.93255890359526, -77.38761593868648, 968371200000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_09_09, 161.93255890359526, -77.38761593868648, 968457600000, 85, 2, 128, 8548, 42, 6, 9, null, null]"
"[2000_09_10, 161.93255890359526, -77.38761593868648, 968544000000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2000_09_11, 161.93255890359526, -77.38761593868648, 968630400000, 93, 2, 128, 9288, 43, 6, 8, null, null]"
"[2000_09_12, 161.93255890359526, -77.38761593868648, 968716800000, 37, 2, 128, 3756, 99, 5, 7, null, null]"
"[2000_09_13, 161.93255890359526, -77.38761593868648, 968803200000, 71, 2, 128, 7168, 51, 5, 6, null, null]"
"[2000_09_14, 161.93255890359526, -77.38761593868648, 968889600000, 87, 2, 128, 8700, 59, 6, 9, 201, 101]"
"[2000_09_15, 161.93255890359526, -77.38761593868648, 968976000000, 90, 2, 128, 9096, 37, 5, 7, 201, 101]"
"[2000_09_16, 161.93255890359526, -77.38761593868648, 969062400000, 94, 2, 128, 9466, 44, 6, 8, null, null]"
"[2000_09_17, 161.93255890359526, -77.38761593868648, 969148800000, 90, 2, 130, 9313, 33, 5, 7, 201, 101]"
"[2000_09_18, 161.93255890359526, -77.38761593868648, 969235200000, 86, 2, 128, 8623, 34, 5, 6, null, null]"
"[2000_09_19, 161.93255890359526, -77.38761593868648, 969321600000, 92, 2, 128, 9229, 40, 5, 7, 201, 101]"
"[2000_09_20, 161.93255890359526, -77.38761593868648, 969408000000, 86, 2, 128, 8638, 56, 5, 7, null, null]"
"[2000_09_21, 161.93255890359526, -77.38761593868648, 969494400000, 90, 2, 128, 9089, 51, 5, 7, 201, 101]"
"[2000_09_22, 161.93255890359526, -77.38761593868648, 969580800000, 85, 2, 128, 8494, 63, 5, 6, null, null]"
"[2000_09_23, 161.93255890359526, -77.38761593868648, 969667200000, null, 2, 128, 3314, null, 6, 7, 250, 150]"
"[2000_09_24, 161.93255890359526, -77.38761593868648, 969753600000, null, 2, 128, 2802, null, 5, 6, 250, 150]"
"[2000_09_25, 161.93255890359526, -77.38761593868648, 969840000000, null, 0, 0, 3310, null, 6, 9, 201, 101]"
"[2000_09_26, 161.93255890359526, -77.38761593868648, 969926400000, 66, 2, 128, 6585, 72, 5, 6, null, null]"
"[2000_09_27, 161.93255890359526, -77.38761593868648, 970012800000, 67, 2, 128, 6791, 86, 6, 7, 201, 101]"
"[2000_09_28, 161.93255890359526, -77.38761593868648, 970099200000, 34, 2, 128, 3440, 90, 5, 7, null, null]"
"[2000_09_29, 161.93255890359526, -77.38761593868648, 970185600000, 76, 2, 128, 7648, 93, 5, 7, null, null]"
"[2000_09_30, 161.93255890359526, -77.38761593868648, 970272000000, 71, 0, 0, 7162, 84, 7, 9, 201, 101]"
"[2000_10_01, 161.93255890359526, -77.38761593868648, 970358400000, 36, 0, 0, 3613, 82, 6, 7, 201, 101]"
"[2000_10_02, 161.93255890359526, -77.38761593868648, 970444800000, 71, 2, 128, 7135, 69, 7, 9, null, null]"
"[2000_10_03, 161.93255890359526, -77.38761593868648, 970531200000, 77, 2, 128, 7713, 92, 6, 7, null, null]"
"[2000_10_04, 161.93255890359526, -77.38761593868648, 970617600000, 76, 2, 128, 7628, 86, 5, 7, null, null]"
"[2000_10_05, 161.93255890359526, -77.38761593868648, 970704000000, 40, 2, 128, 4052, 81, 6, 8, 201, 101]"
"[2000_10_06, 161.93255890359526, -77.38761593868648, 970790400000, 63, 2, 128, 6290, 52, 6, 8, null, null]"
"[2000_10_07, 161.93255890359526, -77.38761593868648, 970876800000, 28, 2, 144, 2491, 71, 7, 11, 201, 101]"
"[2000_10_08, 161.93255890359526, -77.38761593868648, 970963200000, 72, 2, 128, 7201, 87, 6, 10, null, null]"
"[2000_10_09, 161.93255890359526, -77.38761593868648, 971049600000, 72, 2, 128, 7173, 49, 8, 11, null, null]"
"[2000_10_10, 161.93255890359526, -77.38761593868648, 971136000000, 72, 2, 128, 7284, 82, 6, 9, null, null]"
"[2000_10_11, 161.93255890359526, -77.38761593868648, 971222400000, 69, 2, 128, 6929, 82, 8, 11, null, null]"
"[2000_10_12, 161.93255890359526, -77.38761593868648, 971308800000, 52, 2, 128, 5249, 77, 6, 9, null, null]"
"[2000_10_13, 161.93255890359526, -77.38761593868648, 971395200000, 76, 2, 128, 7639, 89, 8, 11, null, null]"
"[2000_10_14, 161.93255890359526, -77.38761593868648, 971481600000, 50, 2, 128, 4919, 98, 7, 9, 250, 150]"
"[2000_10_15, 161.93255890359526, -77.38761593868648, 971568000000, 66, 2, 128, 6652, 92, 7, 10, null, null]"
"[2000_10_16, 161.93255890359526, -77.38761593868648, 971654400000, 68, 2, 128, 6831, 88, 9, 12, 201, 101]"
"[2000_10_17, 161.93255890359526, -77.38761593868648, 971740800000, 69, 2, 128, 6965, 92, 4, 5, null, null]"
"[2000_10_18, 161.93255890359526, -77.38761593868648, 971827200000, 67, 0, 0, 6735, 67, 9, 13, 201, 101]"
"[2000_10_19, 161.93255890359526, -77.38761593868648, 971913600000, 71, 2, 128, 7091, 80, 7, 9, 201, 101]"
"[2000_10_20, 161.93255890359526, -77.38761593868648, 972000000000, 73, 2, 128, 7318, 83, 9, 13, null, null]"
"[2000_10_21, 161.93255890359526, -77.38761593868648, 972086400000, 76, 2, 128, 7662, 95, 8, 11, 201, 101]"
"[2000_10_22, 161.93255890359526, -77.38761593868648, 972172800000, 75, 0, 0, 7508, 81, 8, 11, 201, 101]"
"[2000_10_23, 161.93255890359526, -77.38761593868648, 972259200000, 73, 0, 0, 7281, 77, 9, 15, null, null]"
"[2000_10_24, 161.93255890359526, -77.38761593868648, 972345600000, 54, 2, 128, 5361, 90, 10, 14, 250, 150]"
"[2000_10_25, 161.93255890359526, -77.38761593868648, 972432000000, 0, 0, 16, 1384, null, 11, 15, 250, 150]"
"[2000_10_26, 161.93255890359526, -77.38761593868648, 972518400000, null, null, null, null, null, null, null, null, null]"
"[2000_10_27, 161.93255890359526, -77.38761593868648, 972604800000, 78, 0, 0, 7819, 77, 3, 6, null, null]"
"[2000_10_28, 161.93255890359526, -77.38761593868648, 972691200000, 23, 2, 128, 2652, 54, 9, 14, 250, 150]"
"[2000_10_29, 161.93255890359526, -77.38761593868648, 972777600000, 71, 0, 0, 7088, 81, 11, 16, 250, 150]"
"[2000_10_30, 161.93255890359526, -77.38761593868648, 972864000000, 75, 2, 128, 7472, 74, 9, 14, null, null]"
"[2000_10_31, 161.93255890359526, -77.38761593868648, 972950400000, null, 0, 0, 4843, null, 9, 13, 250, 150]"
"[2000_11_01, 161.93255890359526, -77.38761593868648, 973036800000, 75, 0, 0, 7509, 72, 9, 12, null, null]"
